SC5314	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Mean	wt_dox_10_HS_Mean	wt_dox_30_HS_Mean	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Mean
C1_02500W_A	8.784634846	8.559695742	9.021442712	10.30073387	10.82681327	8.891783703	9.553309299	10.40903729	9.559058368	11.20212382
C1_02510W_A	9.409390936	9.345774837	9.345035562	10.17783476	10.69870467	9.367778747	9.330169948	10.30909735	9.272240971	11.39446269
C1_02520W_A	2	1.222392421	3.544320517	6.380821784	4.523561956	2.115477217	1.874469118	3.807354922	3.700439718	7.321928095
C1_02530C_A	11.88671271	11.3068212	8.069673528	10.70707149	10.7053444	11.38424412	11.47826403	9.658211483	9.156504486	12.35029465
C1_02560W_A	3.50250034	3.273018494	2.115477217	3.115477217	2.415037499	2.736965594	4	2	4	2.115477217
C1_02570C_A	6.409390936	6.658211483	5.832890014	7.448460501	5.672425342	6.624490865	5.781359714	6.691161904	5.718818248	6.866248612
C1_02580W_A	4.196397213	4.564784619	4.36923381	7.094517599	5.672425342	3.624490865	6.453956489	5.95419631	5.448460501	6.653442239
C1_02590C_A	13.33627409	13.07157409	11.22380062	12.17346894	13.65806268	12.05177539	15.49531375	13.4026124	14.73691276	12.53592334
C1_02600W_A	11.10699906	11.05596023	9.361943774	10.14423336	10.74903138	10.49485558	12.10852446	10.82945848	11.07926254	9.851749041
C1_02610W_A	10.06788247	9.626925794	10.65761619	11.08657857	10.22520744	10.1041619	9.881623837	10.47471995	9.814315424	10.51109374
C3_02990C_A	4.087462841	5.345774837	4.772589504	6.554588852	5.297680549	4.297680549	5.196397213	5.36923381	5.115477218	5.415037499
C1_02620C_A	13.07603615	12.89317511	12.46650137	13.03863326	12.46258748	12.62167035	14.05782254	13.36773325	13.57821542	11.25167965
C1_02630C_A	8.574908836	8.29615146	9.197216693	9.598672881	8.103287808	7.902877533	7.483815777	9.049848549	8.007494536	9.2644426
C1_02640C_A	12.04245739	11.70649602	11.68065255	11.50564617	10.81565014	12.00070427	11.52209107	12.01587961	11.44518732	10.28386005
C1_02650W_A	12.388107	12.30406606	11.46028523	11.46147945	11.29653388	12.41177578	12.60378087	11.68606275	12.27554256	10.88950396
C1_02660C_A	10.38226376	10.01541505	9.57427815	10.87370043	10.05030216	10.29270507	10.20008121	10.8569442	9.224805628	10.53040634
C1_02670C_A	3.772589504	4.058893689	4.222392422	6.523561956	4.68182404	3.938599455	4.459431619	5.807354922	3.874469118	5.50250034
C1_02680C_A	7.693486957	8.972501201	8.112005026	9.232820621	8.297680549	8.345774837	8.62935662	9.046214555	7.732450113	8.662965013
C1_02690C_A	1.222392421	1.222392421	1.222392421	1.222392421	0.415037499	0.736965594	0	0	1.415037499	1
C1_02700C_A	8.38514339	8.970585271	9.36923381	10.40372219	12.45438498	10.14168142	11.59650038	10.44225238	11.92196487	12.25108785
C3_03000W_A	2.874469118	4	3.058893689	4.196397213	3.662965013	3.662965013	3.115477217	3.415037499	3	3.736965594
C1_02710W_A	13.43961448	13.20294006	13.13629693	12.72451385	12.13067781	13.28337779	13.18146288	12.9646417	13.00076294	10.66918035
C1_02720W_A	9.4709977339999991	9.583082768	9.977756926	10.36048134	9.925801667	9.622661967	9.247136345	10.35020255	9.582455645	10.04484944
C1_02730W_A	7.206200388	6.857980995	6.579944426	7.324930583	7.552028612	7.686500527	7.2159374	6.918863237	6.862120725	7.916874684
C1_02740C_A	8.094517599	8.251087854	8.098032083	8.716533694	8.509115185	8.366322214	8.269905883	8.602389573	7.826548487	8.72337653
C1_02750C_A	11.6287493	11.7053444	12.21330677	12.29997115	11.91500792	11.53754198	11.0812615	11.7872224	11.4372319	12.01029498
C1_02760W_A	12.44725546	12.55098721	13.15476538	13.82296909	13.05956979	12.54769788	12.45241286	14.37483572	12.63639805	13.19383333
C1_02770W_A	9.223197272	9.057991723	9.772589504	9.470319935	8.860052345	9.031586343	8.93565618	9.646858678	9.201307127	8.057089192
C1_02780W_A	10.36340473	11.17034239	10.8008999	10.88925044	10.85564717	10.90864281	11.25502857	11.07547915	11.29729843	10.22359953
C1_02790W_A	13.15608308	12.8247599	12.69363215	12.36102992	11.50746431	13.08431013	12.5703301	12.52576548	11.96434087	11.28193003
C1_02800W_A	2.938599455	4.415037499	8.470319935	6.544320516	7.339850003	3.544320517	6.254241287	8.14635653	6.934673752	7.47843258
C1_02810W_A	9.99764995	11.708078	11.75822321	11.85953479	11.26052755	10.63450857	11.94727165	11.51701317	12.63881298	10.94251451
C3_03010C_A	10.08480839	10.31061278	8.983943654	9.321176496	8.330916878	9.784089506	9.79224803	9.537218401	9.046214555	8.220781371
C1_02820W_A	12.38424412	12.10208506	10.78217919	11.61746747	9.279223644	11.71581903	13.39079592	11.74539422	11.84575139	8.958069319
C1_02830W_A	9.657616189	9.347252251	9.995767151	10.35424938	9.331663421	9.503163192	8.883661542	9.987264012	9.01309	9.452584453
C1_02840W_A	10.82336724	10.94080298	10.76570049	10.40868356	10.37612539	11.07280253	11.02097994	10.17201073	10.56383182	10.36668648
C1_02850W_A	10.00609227	9.995767151	10.54657297	10.29576893	9.990103964	9.972979786	9.820710832	10.11026579	9.384424021	10.20701432
C1_02860C_A	10.35241132	10.41820401	9.751544059	11.68504075	11.34817487	10.23401904	10.32080055	11.74875193	10.05528244	12.08978149
C1_02870W_A	9.472352377	9.431845787	8.991521846	9.897845456	9.695808269	9.509775004	9.262094845	10.05934446	8.756000263	10.12325923
C1_02880C_A	12.19126489	11.59525748	12.34688304	13.25429051	12.04769197	11.84875333	11.71453174	13.56256044	11.33185	12.03112681
C1_02890C_A	8.016808288	8.035257325	8.46760555	9.212699025	7.705056346	7.841302254	8.120669886	8.988684687	7.960001932	7.674780763
C3_03020W_A	4.169925001	4.437405313	4.564784619	5.898853277	4.2730184939999996	4.2730184939999996	4.115477217	4.718818247	4.321928095	4.68182404
C1_02900C_A	9.617161323	9.096275911	9.224001674	9.968186775	8.993410191	9.633600735	8.864186145	9.639039173	8.194756854	9.336878436
C1_02910C_A	8.085693749	8.451211112	9.128424014	10.48850965	9.721099189	8.05166212	8.254241287	10.22400167	7.64625868	10.2227949
C1_02920W_A	11.290210890000001	11.49352192	11.38334429	11.34522042	10.85512802	11.46777535	11.10394343	11.60948658	10.8465351	10.80815977
C1_02930C_A	10.55810178	10.20294006	10.03066714	10.66503977	9.18404882	10.3113699	10.10328781	10.97727992	9.194756854	9.344295908
C1_02940C_A	9.552028611	9.697546805	9.553309299	10.6617781	10.62357671	9.834997677	10.18073799	10.55202861	9.783543961	11.12088584
C1_02950W_A	6.142957954	6.453956489	6.958069319	8.122396632	7.617161323	6.357552005	6.969626351	7.709658248	6.910892526	8.233619677
C1_02960C_A	9.94788041	10.11721019	10.53073145	11.19537221	10.49951374	10.16950749	10.69638801	10.74623438	10.06384445	10.84235034
C1_02970W_A	12.54028951	12.64678369	12.35047883	12.33594857	12.14348951	12.23282062	14.17008154	13.03089699	13.63166969	11.81057163
C1_02980W_A	10.69551831	11.05911909	13.5704487	13.14412712	13.19491072	10.66029308	13.58805091	14.2442895	13.63952914	12.65858342
C3_03030C_A	10.46624644	10.70274988	10.17367714	10.79197682	10.61930296	10.60794672	10.57143664	10.36194377	10.21674586	10.66029308
C1_02990C_A	8.096275911	7.209453366	8.451211112	9.761551232	11.01309	8.528779665	9.506472886	9.552669098	9.576169382	10.46964182
C1_03000W_A	7.306821202	7.132713922	5.807354922	6.431845787	5.029747344	7.312882955	8.089229767	6.163230349	6.648657176	5.380821784
C1_03010W_A	14.90108687	14.65895525	13.06749038	10.8806039	10.30871824	14.73726495	14.14611783	12.16563982	13.27820744	8.564784619
C1_03020C_A	16.18831195	15.9498495	14.7186934	12.67793982	12.33539035	16.0748453	15.53302549	13.65415117	14.75175325	10.3211765
C1_03030W_A	15.25747378	14.98849239	13.86118386	11.67286728	11.21209102	15.07262113	14.56918314	12.57056729	13.68547884	9.232021122
C1_03040W_A	8.701595261	8.251087854	8.921840937	10.54012804	9.359017414	8.791162889	7.940558309	10.77862475	7.636624621	9.886712714
C1_03050W_A	9.537865494	9.48247186	9.75544399	10.98037763	9.992466328	9.902877533	9.460114551	10.32530546	9.020517017	10.75961082
C1_03060C_A	10.44708323	9.373590215	9.539805035	9.671835885	8.527477006	10.47404389	9.045304624	9.648657176	8.486499862	8.757112167
C2_06540C_A	12.12369034	11.7368247	12.68781306	12.67131991	12.31722416	12.10874224	11.93835441	12.43488881	11.76970012	12.69028904
C3_03040W_A	13.0338818	12.872739	11.5849625	11.21249639	10.8212425	12.73096539	13.5185712	11.55794229	12.4366248	10.43879185
C1_03070C_A	10.67654481	10.67419227	10.46216141	11.08635741	10.93859946	10.70908381	10.54464251	10.67625095	9.917372079	11.24495839
C1_03080C_A	8.940558308	8.768184325	8.246344743	9.674192268	9.87958325	8.947393425	8.498516827	9.865217746	8.040746342	10.49252086
C1_03090W_A	16.44704555	16.18956077	14.87015598	12.75586122	12.29758503	16.29057689	15.69182529	13.89793997	14.90989308	10.47099773
C1_03100W_A	11.49335512	11.76155123	10.99600264	11.98809291	11.46964182	11.79048426	11.97894874	11.41186403	11.51142323	11.46692616
C1_03110W_A	15.69840624	15.42923237	14.00099761	12.00023479	11.80829387	15.46694739	15.03771853	12.96385941	14.21074743	10.01355531
C1_03120W_A	9.552669098	11.15418521	9.547537229	9.781359714	10.43428072	9.95419631	11.00912879	9.587465008	10.75627832	10.98109154
C1_03130C_A	11.62464317	12.05731488	11.80856203	12.13314221	12.18260127	11.75042785	11.87344411	12.22992033	11.8351293	12.28694274
C1_03140W_A	7.828665428	8.65224746	9.269905882	9.861603908	9.290786851	7.757112167	8.548179712	9.914385132	8.027905997	9.625099983
C1_03150C_A	9.121533517	9.356818742	10.18941277	11.40762184	11.72621816	10.56637122	10.81991295	11.07101536	11.51734132	10.82522382
C1_03160C_A	10.19803571	10.60578815	10.10503547	10.75877842	10	10.5385123	10.15903036	11.00515667	10.16490693	9.782998209
C1_03170C_A	7.567322342	8.076815597	7.247927513	8.273018494	8.417852515	7.702749879	8.409390936	7.636624621	7.592457037	8.973458213
C3_03050C_A	8.932706888	9.142107057	10.04848687	9.911891277	9.595568307	8.786814144	7.862120726	9.279223644	9.486499862	9.397318104
C1_03180W_A	9.114609952	9.011227255	8.557144557	9.369960791	8.742590143	9.05075562	8.750427854	9.515699838	8.085693749	9.098909368
C1_03190C_A	14.81982982	14.74682919	14.81001927	14.69314207	14.87216183	14.85499821	14.99307106	14.43278111	14.94379682	14.97528076
C1_03200C_A	9.283860054	8.703903573	9.941536738	10.17284417	8.899860394	9.368506462	8.716533694	9.528128483	8.891783703	9.438098749
C1_03210C_A	11.95504442	11.91650153	12.01796829	12.45772287	12.66962328	11.82137539	11.51191734	12.59144443	11.75752891	13.0152408
C1_03220C_A	14.36176105	14.54755731	14.31887228	13.64009427	14.19772863	14.34658299	14.48905349	13.67808658	14.44223078	13.77841941
C1_03230C_A	12.53276176	11.65791387	10.91513245	10.93761903	9.369960791	12.40700215	10.57017195	10.57112058	9.15903036	10.00422047
C1_03240W_A	10.21107711	9.948853889	9.246344743	10.69638801	11.00445457	10.67771964	10.88925044	10.32942263	10.69841529	11.17055104
C1_03250C_A	9.158188893	9.080373416	9.629963687	10.61440312	10.12110177	9.375039431	9.437405312	10.28809705	9.023292321	10.20130713
C1_03260W_A	8.630570499	8.456696651	9.17990909	10.16490693	9.977279923	9.002815016	9.085693748	9.706208199	8.98204287	10.30492167
C3_03060W_A	8.206200388	8.60856286	8.635415827	9.259743264	9.306061689	8.299208018	8.220781371	9.169089867	8.54045097	9.577428828
C1_03270W_A	7.807354922	9.498516827	9.075033392	11.21310422	10.13528176	8.21916852	10.22601072	10.96337779	10.02652344	10.99034037
C1_03280W_A	12.18135935	11.6139429	11.66799854	11.62722987	11.41750094	12.16522107	12.01355531	11.77190208	11.72052929	11.00959538
C1_03290W_A	10.05256805	9.813781191	10.88798213	11.37702973	10.93565618	10.15945091	9.701595261	10.84051569	10.3586512	11.06047077
C1_03300C_A	11.17075965	11.13848514	11.02352336	12.35507575	11.73949936	11.40159065	11.58668344	12.21280033	11.39624799	12.04507705
C1_03310W_A	10.66681576	11.13506795	10.76265887	11.07146236	10.81591694	10.87881728	10.90914305	10.72052929	10.56160617	11.07414146
C1_03320C_A	7.363404731	8.046214555	6.841302254	8.877539772	8.452584453	7.375039431	8.750427854	8.164906927	7.969626351	8.814849458
C1_03330C_A	8.011227255	8.487840034	8.884679317	10.19393597	9.859017042	8.495855027	9.170759653	9.470319935	9.098032083	10.4314976
C1_03340C_A	10.89380712	10.57490884	10.85642553	12.01587961	12.04723754	10.79901173	10.55586727	11.86263736	10.42975543	12.57506646
C1_03350C_A	13.23606404	11.99435344	13.23760833	12.77375737	11.81951385	12.92820992	11.93896694	12.95122399	11.74917109	11.63072216
C1_03360W_A	11.44691097	11.6183855	11.61163963	10.73414507	9.821242505	11.40141288	10.76487159	10.48415156	9.833944231	9.787358454
C1_03370W_A	15.10311019	14.65549346	14.05841459	13.91354394	12.47775827	15.03221796	14.17242751	13.5886756	13.27214375	12.64363075
C1_03380W_A	11.813514	14.2903069	12.92462696	11.97763769	13.04194429	12.80366027	13.89399667	11.82429583	13.82290272	12.58198512
C3_03070W_A	10.55426907	9.8180495229999991	9.866763767	9.986790143	9.391601623	10.78817453	10.11287386	10.16699991	9.262094845	8.919856487
C1_03390W_A	11.80372753	12.50266608	10.13656396	10.02744529	9.295386307	11.70793425	10.79928162	9.733580309	10.15734694	9.659995892
C1_03400W_A	10.50878516	11.17221913	9.910892526	10.61960864	11.15291858	11.16113188	11.57490884	10.24594878	11.03525733	10.40974449
C1_03410W_A	8.211077108	7.811642281	8.198035708	8.898853276	8.72337653	8.227214805	7.098032083	8.960001932	7.357552005	9.255815423
C1_03430W_A	8.931722448	9.571752644	9.898853277	9.999060439	10.43358544	9.723945303	10.08259261	9.876516947	10.40974449	9.777529305
C1_03440C_A	11.24832294	11.26052755	10.99010396	11.87920032	11.25365054	11.41450907	11.38998977	11.65389003	11.13549554	11.53089398
C1_03450C_A	10.32004836	11.35093918	11.30073387	11.78286174	11.98927622	10.84549005	11.34651373	11.43219389	11.2632692	11.88607758
C1_03460C_A	8.741466986	8.731319031	9.559058368	8.45532722	8.274572286	9.295386307	9.733015322	7.741466986	9.692324899	7.732450113
C1_03470C_A	2.415037499	2.115477217	4.64385619	6.345774837	3.169925001	2.584962501	3.222392421	5.285402219	2.938599455	4.222392422
C3_03080W_A	8.909893084	9.037089319	8.647458426	9.725650281	8.626925794	9.025139562	9.118075888	9.543676312	8.673603533	8.576169382
C1_03480C_A	10.60053242	10.74006181	10.84914443	11.16720904	10.56001432	10.57648435	10.66118427	10.87344411	10.32680397	10.74118606
C1_03490W_A	10.41714928	11.15165083	10.08037342	9.64385619	9.42905797	10.44777203	10.84601267	9.706208199	10.90664011	8.997179481
C1_03500W_A	12.17471767	12.25660185	11.68504075	12.63820963	12.34105546	12.22560913	12.38595225	12.77862475	12.25944905	12.87190524
C1_03510C_A	11.85148879	13.10208506	13.15766273	12.36267444	12.344480860000001	12.13795173	12.59975791	12.41591778	12.76590764	11.91263989
C1_03520W_A	12.56081047	12.80507207	13.26312246	13.73481545	13.2974895	12.44328893	12.44311622	13.90083537	12.57538167	13.90761051
C1_03530W_A	10.3840642	10.4314976	10.67301456	10.54657297	9.842874103	10.49018234	10.04393865	10.77176456	9.866248611	9.941536738
C1_03540C_A	9.136991112	9.05075562	9.045304624	10.17367714	9.705632387	9.388017285	9.742028674	10.04257138	9.413627929	9.811107057
C1_03550C_A	11.14571991	11.57159465	10.72820397	11.3430006	10.48917896	11.5863707	11.85668489	11.19332001	11.27941713	10.01541505
C1_03560C_A	11.07637025	11.28675026	12.03319355	12.99193513	12.21815957	11.15270736	11.06698611	12.63617144	11.52503135	12.94751519
C1_03580W_A	0.736965594	0.415037499	0	2.115477217	0	0	0.415037499	1.736965594	0.415037499	0.415037499
C3_03090W_A	8.920849053	8.742590143	9.427662038	9.73470962	10.1041619	8.914883386	8.388017285	9.123259229	9.169089867	10.46318375
C1_03600W_A	10.96890674	11.14868842	10.96554382	12.03009233	11.7054884	10.99717948	11.15903036	12.02871187	10.75321675	12.2647358
C1_03610C_A	9.14974712	9.334645738	8.889757446	9.900866808	8.586214297	9.197216693	9.023292321	10.02882696	8.475733431	9.17990909
C1_03620C_A	12.57813678	11.94349161	11.30530178	9.992466328	8.506472886	12.63291949	11.43497566	10.75627832	10.94568768	7.876516947
C1_03630W_A	9.089229768	9.084808388	9.522254575	9.995296067	9.242380204	9.35241132	9.202123824	9.507133914	8.708509148	9.532680601
C1_03640C_A	9.532031177	9.363404731	9.973936481	10.46760555	10.48179943	9.712527	9.346513733	10.45772287	9.533978572	10.92604885
C1_03650C_A	11.44363428	10.74931078	11.13912496	10.90212384	10.66296501	11.46113834	11.06114614	11.42294077	10.7543308	10.32717836
C1_03660W_A	6.72337653	6.996238082	6.950312876	8.877539772	8.613482541	7.716533694	8.758223215	8.606096714	8.612254192	8.975370333
C1_03670C_A	10.47742099	10.59401351	9.579315938	10.33613459	9.937128568	10.70937106	11.79211243	10.49118503	10.99199416	9.911391988
C1_03680W_A	11.07324898	11.27437815	9.660590205	9.829722735	8.936637939	11.48364786	10.18693958	9.491853096	8.659401334	9.19064778
C3_03100C_A	10.35130736	10.64595859	10.97058527	11.28617268	10.93516505	10.50382574	10.31665866	10.77231457	10.6323894	11.2047749
C3_00800W_A	10.08569375	10.23401904	10.48213568	10.27185205	10.59960295	10.58182825	11.13378441	9.660590205	10.98204287	10.24871825
C4_07260W_A	0	0	0	0	0	0	0	0	0	0
C4_07250C_A	8.822305264	9.141255659	10.36595785	9.944956027	6.215937399	4.604862058	4.662965013	9.886204633	5.709658248	5.754887502
C4_07240W_A	10.32755264	10.25935096	9.797661526	10.17034239	9.388017285	10.53786549	10.3858624	10.23681148	9.834997677	9.458748363
C4_07230C_A	9.526173169	10.17741954	9.831307244	10.33016995	9.885187935	10.1348541	10.06833045	9.611639626	10.09847079	10.03571554
C3_03110W_A	10.09847079	9.026984441	9.851228495	10.46250227	9.910892526	9.837102266	9.281543711	9.695808269	9.524868154	9.863670067
C4_07220C_A	9.006559846	9.385862401	10.59089888	11.93221475	10.87421293	9.047123912	9.472352377	10.9076418	9.475733431	11.69696753
C4_07200C_A	9.382263758	10.23441829	9.955649908	10.57900159	10.16825425	9.680652546	10.14720492	10.00749454	9.825488851	10.62449087
C4_07210W_A	8.827607346	9.873444113	9.782452251	10.81244474	11.1792871	9.293854784	9.969626351	10.37032415	10.22198983	11.77025093
C4_07190W_A	11.08103953	11.30568178	11.04780555	11.64925618	11.60238957	11.17970179	10.9522559	11.30833903	10.83552411	11.86740745
C4_07180W_A	16.30224026	15.98547137	15.20092414	14.14792037	12.99158089	16.32796776	15.81102341	14.88550573	15.19769024	11.35038674
C4_07170C_A	7.453956488	6.667702932	5.533978572	4.523561956	4.841302254	7.505149919	6.129283017	5.235216462	5.437405312	4.544320516
C4_07160W_A	7.592457037	7.080373416	5.866248611	5.992466327	5.36923381	7.594946589	6.662965012	6.2730184939999996	5.63420602	5.403722186
C4_07150W_A	8.752659401	6.902877534	7.523561956	8.06608919	7.073248982	8.65224746	6.662965012	7.73470962	5.321928095	8.354616713
C4_07140W_A	10.36230915	8.825488851	10.90488546	10.32904883	10.221184300000001	9.86727874	9.203755832	10.87139191	9.66651991	10.17450962
C3_03120C_A	5.624490865	6.662965012	5.584962501	6.559695742	6.115477217	5.874469118	6.528779665	6.409390936	5.491853096	6.564784619
C4_07130W_A	10.90463462	10.43219389	11.57569681	12.10743505	11.29232163	10.89683693	10.34872815	11.34281546	10.60609671	11.55762325
C4_07120C_A	9.977756926	9.978710459	10.57931594	11.35956656	11.99010396	10.40016787	11.04371086	10.60424433	11.16050175	11.94763694
C4_07110C_A	14.83074626	14.92266183	14.39392668	13.53713749	14.7041378	14.99376398	15.01236265	13.79796543	14.5699347	14.07009299
