SC5314	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Mean	wt_dox_10_HS_Mean	wt_dox_30_HS_Mean	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Mean
C4_02800W_A	10.15355203	8.884679317	10.54367631	11.43688502	10.19680701	10.09715426	9.155661544	11.090333	9.032504965	10.81137469
C4_02790C_A	11.28655776	9.659995892	10.50548077	10.77231457	9.972979786	11.18570139	9.696967526	10.38909352	8.373590215	10.54689446
C3_02810C_A	10.27651217	9.817516671	7.932706887	10.10590851	8.99906044	10.18858885	11.23939963	9.763212367	9.734145075	10.12842401
C4_02780W_A	12.59261276	12.23880278	13.49060021	13.7152828	13.48154719	12.58660526	12.19905882	14.14064341	12.53487025	13.68138484
C4_02770C_A	9.533329732	9.220781372	12.03834747	12.17450962	12.17128106	9.761551232	9.246344743	12.74441341	11.66814631	12.28665401
C4_02760C_A	8.927777962	9	8.896836931	10.82310182	9.859534786	8.812712132	9.262094845	10.3840642	9.548179712	10.15397418
C4_02750W_A	7.029747344	5.564784619	6.202940059	7.718818248	5.841302254	5.798741792	5.014950341	7.169925001	3.772589504	6.837102265
C4_02740W_A	9.801438923	9.436017438	10.39052726	12.0743645	12.53332973	8.987737726	9.262094845	11.59354674	10.98394365	12.84699208
C4_02730C_A	0.415037499	0	1.584962501	4.169925001	2.115477217	0.736965594	0	2.321928095	1.584962501	3.459431619
C4_02720C_A	8.991521846	9.001877287	9.468963381	10.24317398	10.666224	9.673014558	9.849665727	9.911391988	10.07280253	10.63178336
C4_02710C_A	11.28886607	11.03411115	11.47640869	11.5199638	11.52192754	11.19023623	10.77286438	11.5734894	11.18342862	11.60532518
C4_02700W_A	8.82336724	8.503825738	9.732450113	10.73075316	9.741466986	8.752659401	8.576169382	10.75126509	8.544320516	10.23162121
C3_02820C_A	10.16323035	9.929751553	10.5943246	10.80170836	11.53430288	10.15523989	10.05663772	10.44570464	10.6794801	11.85382935
C4_02690W_A	8.830779267	9.813246761	9.297680549	10.40123509	9.037089319	9.070568223	9.335390355	9.805206456	8.596189756	9.332409579
C4_02680C_A	6.409390936	6.686500527	6.624490865	7.087462841	6.36923381	6.914883387	6.705056346	7.087462841	6.321928095	6.69580827
C4_02670W_A	8.586214297	8.635415827	8.769286881	10.16783626	9.638435914	8.907892119	8.7736887	9.745954377	8.473029222	10.39410537
C4_02660W_A	4.662965013	4.807354922	4	6.183221824	4.169925001	5.101538026	4.969626351	5.129283017	4.437405313	5.380821784
C4_02640C_A	8.735838048	5.984893108	8.230420795	9.632995197	8.493188307	9.248718248	8.176588732	9.178249866	7.9522559	8.686500527
C4_02630C_A	9.843921051	9.181566408	10.31288296	9.35974956	10.15776798	9.527477006	8.672425342	9.562242424	9.50448798	10.13570929
C4_02620C_A	10.43462823	11.49535539	10.36814265	13.09962177	13.39544488	11.70735913	12.88353427	12.08192721	12.72245179	13.33408702
C4_02610C_A	7.383704292	7.105035471	7.389452089	8.874469118	8.928765095	7.984893107	9.114609952	8.013089999	8.124121312	8.960967268
C4_02600C_A	9.726218159	9.76763273	10.54238704	10.92530717	11.25915477	9.996238081	9.979186989	10.56096965	10.52388862	11.50382574
C3_02830W_A	9.717676423	9.742028674	9.959519022	10.23601419	10.19393597	9.875493396	9.541741972	9.988684687	9.526173169	10.43288983
C4_02590C_A	9.289250434	9.089229768	9.689415653	10.46896338	10.65045343	9.321928095	9.471675214	9.991521846	9.363404731	11.02097994
C4_02580W_A	5.672425342	5.930737338	5.564784619	6.569855608	5.754887502	6.426264755	6.022367813	6.06608919	5.824428436	6.254241287
C4_02570C_A	7.562242424	8.491853096	8.117210185	9.632995197	6.700439718	6.772589503	6.914883387	9.125843933	6.363404731	7.033423002
C4_02560C_A	3.772589504	4.415037499	3.969626351	5.841302254	3.906890596	3.841302254	3.058893689	5.459431619	3.415037499	4.874469118
C4_02550C_A	11.72806222	11.01935906	11.45275603	11.52568393	11.5552282	11.47286004	11.09847079	11.48381578	10.80896417	11.77821405
C4_02540W_A	8.220781371	8.254241287	7.254241288	8.958069319	9.293088412	8.274572286	8.552028611	8.14974712	7.977279923	9.780813135
C4_02530W_A	7.910892526	7.614709844	7.92283214	9.339107685	8.65224746	7.830779268	7.826548487	8.227214805	7.665335917	8.917869303
C4_02520C_A	8.708509148	8.806281089	8.888743249	9.767080925	9.273795599	8.333900737	8.269905883	9.41080465	8.215937399	9.648057926
C3_02840W_A	7.847579399	6.614709844	8.363404731	8.285402219	7.254241288	7.486499862	6.528779665	8.071462363	7.062495926	7.619608644
C4_02510W_A	9.194756854	9.048940909	9.663558104	10.18322182	10.15312976	9.53462712	9.311369903	10.09627591	9.556506055	10.41644569
C4_02500C_A	8.936637939	7.857980995	9.63481105	10.30795972	10.50713391	8.747074048	8.544320516	9.68474862	8.837102265	10.90513625
C4_02490W_A	8.582455645	8.493188307	8.749310784	9.891783703	8.558420713	8.82336724	8.626925794	8.988684687	8.241585987	9.265224337
C4_02480C_A	9.959035949	9.187352073	9.386581053	10.25974326	8.914883386	9.655232553	9.283088353	10.39589111	9.016808288	8.912889336
C4_02470C_A	12.21634169	12.2904989	12.65925266	13.61040971	12.95170969	12.2734071	12.36714169	13.90497951	12.41053968	13.3173655
C4_02460W_A	7.62935662	7.718818248	7.073248982	9.197216693	9.211077108	7.163230349	7.324930583	8.191470532	7.193114628	9.827078014
C4_02450W_A	8.772589504	9.244760234	9.204571144	9.077705875	7.900866808	9.128424014	8.880603904	9.080373416	8.406559345	8.471675214
C4_02440C_A	12.13720464	12.71988789	11.84365939	9.682994584	8.440177061	12.81157539	11.1788723	10.2135093	9.686500527	7.95806932
C3_02850C_A	9.309855263	8.300733872	9.329422631	9.854348961	7.813781191	8.614709844	9.039832955	9.579315938	8.544320516	8.241585987
C4_02430W_A	10.44777203	10.27612441	10.60887083	10.91438513	9.752659401	10.36632221	9.651649699	10.3113699	9.358284895	9.949340382
C4_02420C_A	8.64385619	8.637832402	8.625708843	9.952741247	9.462161411	8.670066069	8.430452552	9.422765614	8.713100067	9.593079828
C4_02410C_A	11.83552411	13.23267075	12.49443895	14.38106973	15.36240048	13.21563411	14.50403272	13.85392679	14.8077574	15.2888901
C4_02400C_A	9.309097345	9.250298418	9.312882955	9.141255659	8.085693749	9.324180547	8.509115185	9.215128487	8.001877287	8.290018847
C4_02390W_A	14.93691394	15.18889787	14.60964047	14.37940093	14.80280243	15.54138908	15.81799958	14.42315969	15.34877425	15.32466108
C4_02380W_A	0	0.415037499	2.222392421	3.169925001	0.415037499	0.736965594	0	2.662965013	0.736965594	2
C4_02370C_A	14.96961136	15.15056708	14.69714858	14.09416018	14.38109226	15.01828713	14.93531855	14.05731488	14.59136651	14.30042406
C4_02360W_A	7.988684687	9.557144557	7.589963182	11.49718654	13.342584	8.502500341	11.77464981	10.25895855	12.01715639	13.81271213
C4_02340W_A	10.15523989	10.73273275	10.35571815	12.96042435	13.14386148	10.86830813	12.66051593	12.1341054	12.38145283	13.53515385
C3_02860W_A	8.552028611	9.525520809	8.431845787	9.7736887	8.700439718	8.861086906	9.833417219	9.158188893	8.26366044	9.122396631
C4_02330C_A	6.087462841	7.609794353	6.62935662	8.353146825	8.249508549	6	8.25895855	7.494522283	7.544320516	8.589963182
C4_02320C_A	13.7401321	13.89260606	14.48171536	15.3047791	15.05385519	13.89415461	14.92036836	15.63043778	15.18340277	14.74000909
C4_02310W_A	9.596810938	9.692906046	10.47404389	11.08259261	10.98156728	9.642051693	9.893807119	10.59401351	10.15270736	11.3779335
C4_02300W_A	9.985367601	10.82442844	11.0295173	10.69174352	11.25974326	10.69319653	11.676691720000001	10.70015069	11.81003601	10.78245225
C4_02290W_A	11.0441664	11.65761619	10.52486815	10.54077383	10.6797733	11.08281434	11.20416355	10.2423802	10.55969574	10.58370962
C4_02280W_A	11.99399979	11.52535767	11.78803855	11.47522678	10.93761903	11.83117527	11.49901537	11.69130733	11.40850666	10.16364968
C1_07660W_A	7.069673527	5.807354922	6.599912842	7.906890596	6.882643049	6.554588852	5.64385619	6.564784619	5.235216462	7.662965013
C1_07650W_A	4.68182404	4.938599455	5.426264755	5.961931959	4.058893689	4.415037499	4.624490865	5.044394119	4.68182404	4.169925001
C3_02870C_A	6.918863237	6.874469118	7.815916935	9.056186097	7.282316239	7.235216462	7.531381461	8.282316239	7.380821784	8.055282436
C1_07640C_A	5.392317423	5.380821784	3.841302254	5.969626351	4.718818247	6.058893689	6.321928095	4.718818247	4.584962501	5.930737338
C1_07630W_A	11.436191	11.2047749	10.39767463	11.14593215	10.21472386	11.41345164	11.5242152	11.25993938	11.30739057	10.26052755
C1_07620C_A	4.297680549	3.544320517	4.48112669	6.594946589	3.700439718	4.087462841	2.807354922	5.604862058	2.807354922	4.857980995
C1_07610C_A	6.470319935	6.2730184939999996	7.176588732	8.997179481	8.183221824	6.437405312	6.667702932	8.317412614	7.395177077	8.548179712
C1_07600W_A	12.47548013	12.17482168	11.83341722	12.2876162	12.13239262	12.46607646	12.48591314	12.80002356	12.83460272	11.81070551
C1_07590C_A	9.677132345	10.06069593	9.86727874	10.33390074	10.36011549	9.756000264	10.15523989	9.793332355	10.11894107	10.46250227
C1_07580C_A	3	2.415037499	4.48112669	6.523561956	3.50250034	2.502500341	2.222392421	5.448460501	3.321928095	4.564784619
C1_07570C_A	8.311369903	7.973458212	7.9522559	9.599292995	8.390885467	8.424866117	7.944468053	9.539805035	7.750427854	8.689997971
C1_07560W_A	8.139551352	7.860052345	8.732450113	9.87036472	9.044394119	8.38514339	8.453956489	9.182394353	8.566054038	9.440869168
C3_02880W_A	1.584962501	2	3.584962501	4.437405313	2.415037499	1.736965594	1.736965594	3.584962501	2.584962501	2.415037499
C1_07550W_A	10.019590729999999	10.19188173	10.09583653	10.75154406	10.73921805	10.25108785	9.938109326	10.75042785	10.05483039	10.80063031
C1_07540C_A	9.834997677	11.28231624	10.76680494	11.65508345	11.67698548	10.68708402	11.46369465	10.83972869	11.08347933	11.84953542
C1_07520C_A	9.262877855	9.90438374	9.174093439	10.16783626	10.16825425	9.702172685	11.23900176	9.196397213	9.818582177	9.804668838
C1_07510W_A	9.956618159	9.488509653	9.931229977	10.65493432	9.373590215	10.07637025	9.417149276	10.83289001	9.315904307	9.085693748
C1_07500C_A	11.70159526	10.94178124	10.88136892	11.23162121	10.86082834	11.44811631	10.54850085	11.28270235	10.36887018	10.89330153
C1_07490C_A	9.448460501	8.992466327	10.62631745	10.67242534	10.9420257	9.736965594	9.576799243	10.11287386	10.42311591	10.93884446
C1_07480C_A	5.448460501	5.48112669	5.849665727	8.022367813	6.754887502	5.594946589	6.62935662	7.380821784	6.333900737	7.122396631
C1_07470C_A	8.969626351	8.653442239	8.790076931	9.6998616	8.306821203	8.859017042	8.475733431	9.362674437	8.096275911	8.398031074
C1_07460C_A	9.933690655	10.17907972	9.910392891	10.91513245	11.01518272	10.03066714	10.45429929	10.51405649	10.02190534	11.65090215
C2_06520C_A	8.607330314	8.087462841	8.761551232	9.47438196	8.878561873	9.326429487	8.477083637	9.727353246	7.928765095	8.995296067
C3_02890C_A	2.807354922	4.321928095	3.273018494	4.523561956	3.321928095	3.415037499	3.115477217	3.874469118	3.115477217	3.662965013
C1_07530W_A	0	0	0	0	0	0	0	0	0	0
C3_04060C_A	12.69421277	15.83349134	14.12002182	12.0446218	13.37458671	13.60323997	14.43799042	12.33380758	14.62753388	13.24693849
C3_04040W_A	0.736965594	1.222392421	0.415037499	2.321928095	0.415037499	1	2.321928095	1.415037499	2.584962501	1.222392421
C3_04030C_A	8.15143943	8.436017438	7.914883386	9.275348554	8.569855608	8.327926835	8.459431619	8.582455645	7.967706597	8.787902559
C3_04020C_A	8.05166212	8.252665432	7.942514505	9.942025705	8.657020649	8.21916852	8.38514339	8.908892949	7.918863237	9.445014846
C3_04000C_A	6.513069582	6.339850003	6.442943496	8.54689446	6.486499862	5.938599455	8.433237678	6.824428435	7.363404731	7.398031074
C3_02900W_A	4.459431619	5.564784619	5.142957954	7.108524457	5.849665727	5	5.798741792	6.073248982	5.594946589	6.426264755
C3_03990C_A	6.142957954	6.073248982	5.448460501	7.910892526	5.992466327	6.073248982	6.890770931	6.63420602	6.163230349	7.247927513
C3_03980C_A	5.64385619	6.029747343	5.142957954	7.557144556	8.797661526	7.572384434	9.136136688	6.544320516	7.574908836	9.488509653
C3_03940C_A	0	0	0	0.415037499	0.415037499	0	0	0	0	0
CR_02590C_A	8.8180495229999991	8.754887502	9.116343961	10.19926336	9.677132345	8.819114636	8.631783358	9.293854784	8.265224337	10.2772874
CR_02600W_A	6.163230349	5.763765653	6.502500341	7.486499862	6.658211483	6.073248982	5.857980995	7.202940058	5.544320516	7.169925001
CR_02610C_A	11.42118823	11.44069617	11.03250496	11.70937106	11.38010026	11.41943355	11.15143943	11.51241127	10.75098606	11.7771183
CR_02620C_A	11.84143331	11.60702201	11.13035605	10.71881825	10.83815341	11.86237906	11.97429508	11.15818889	11.9613291	10.41855541
CR_02630C_A	7.315904307	7.64385619	6.934673752	8.196397213	8.324930583	7.470319935	7.483815777	7.90488546	7.4150375	9.089229768
CR_02640W_A	9.335390355	8.90488546	9.040746342	8.448460501	9.177419538	9.042571384	8.415037499	7.969626351	9.030667136	9.673603533
CR_02650C_A	10.99293834	11.01471793	12.07992917	12.61716132	11.98002054	10.41292263	10.71195371	12.61378946	11.40638219	12.53624722
CR_02670C_A	9.393747958	10.22359953	9.988684687	9.884679316	10.42451624	9.447083226	9.85070776	9.335390355	10.32979634	10.31061278
CR_02680W_A	8.105035471	7.996238081	8.639039174	8.42905797	8.907892119	8.142957954	7.539158811	7.785724906	8.406559345	9.23999624
CR_02690W_A	9.799821249	9.82336724	9.937128568	10.97680276	10.2904029	9.969146651	10.04984855	10.90889295	10.02051702	10.62144141
CR_02700W_A	8.95419631	7.420662048	8.947393425	9.912390393	9.103287808	8.509115185	7.763765653	10.24277715	7.979186989	9.624490865
CR_02710W_A	10.75655632	8.912889336	10.76846004	10.4655664	8.613482541	10.70592032	9.041659152	9.959035949	9.178249866	8.564784619
CR_02720C_A	10.48884435	9.74819285	9.424866117	10.21916852	9.422765614	10.42975543	9.718247448	9.906389573	9.048940909	9.593079828
CR_02740W_A	10.17284417	10.54077383	10.24555271	10.27146303	10.62631745	10.28038414	10.15523989	10.18652697	9.516356654	10.85668489
CR_02750C_A	0.736965594	0.415037499	1	2.736965594	0	1.222392421	0.736965594	1	0	2.115477217
CR_02760C_A	10.0260623	9.915381469	10.23242093	10.69783636	10.06564052	10.14380835	9.900866808	10.6923249	9.597431853	10.36887018
CR_02770C_A	9.79658045	10.40194612	10.18239435	10.45806478	9.938599455	10.10459875	10.10939539	10.10547206	10.39624799	9.996708858
CR_02780W_A	3.662965013	3.222392421	5.89077093	6.662965012	5.594946589	3.841302254	4.68182404	5.662965013	5.183221824	6.375039431
CR_02790C_A	9.350939182	9.262877855	9.425565605	9.524868154	9.020517017	9.372139541	8.944468054	9.63481105	8.861086906	9.309097345
CR_02800C_A	6.247927513	8.582455645	7.757112167	9.262094845	10.16364968	7.990576746	9.997179481	8.486499862	10.25660185	10.21269903
CR_02810W_A	7.238404739	10.35718542	8.963859408	9.657020649	11.24634474	9.048032696	11.11915729	8.862120725	11.92888844	10.74483384
C3_02910W_A	5.781359714	5.491853096	6.241585987	7.014950341	6.235216462	6.266786541	5.857980995	6.497186541	5.94641896	6.235216462
CR_02820W_A	11.77766628	13.07870678	12.07280253	12.23890227	12.59362455	12.07514484	12.97948474	12.31155912	13.16982064	12.22380062
CR_02850C_A	10.37684891	9.513727596	10.96482217	10.85382935	10.00093895	10.42975543	9.942025705	10.3579185	9.854348961	9.86727874
CR_02860W_A	12.80123681	12.52690672	12.50399133	12.4818835	12.2822197	12.51265817	12.63941608	12.60030011	11.9980027	12.06597704
CR_02870W_A	10.82495874	11.42329103	10.99057675	11.51750536	11.72976234	11.00655985	11.19126489	11.28867386	10.91313874	11.944224
CR_02880W_A	9.813781191	10.0530208	9.764871591	10.67419227	11.59089888	10.65344224	12.44992242	11.0843655	11.86495992	11.33091688
CR_02890C_A	10.29155445	9.26366044	10.41221698	10.45840661	9.476408692	10.15692577	9.038918989	10.43567026	9.579315938	9.557782776
CR_02900W_A	2.662965013	3.584962501	3.938599455	6.315904307	4.772589504	2.736965594	3	5.849665727	3.624490865	5.554588852
CR_02910W_A	9.11113567	9.400879436	9.274572286	10.69319653	9.458748363	9.073248982	10.18528843	9.861086906	8.28077077	10.33240958
CR_02920C_A	10.28347425	11.57742883	9.246344743	8.279223644	11.47826403	11.38028067	13.463056	7.89077093	12.77471844	10.9171234
C3_02920W_A	9.342074668	10.59681094	9.618385502	10.68153126	10.76071995	10.06922597	10.52061868	10.51701317	11.12863881	10.73837379
CR_02930W_A	10.42031116	10.4655664	10.73724734	11.50366013	10.60640521	10.46658634	10.58308277	10.54689446	9.956618159	11.06519171
CR_02940C_A	8.73470962	8.602389573	8.689997971	9.06698611	8.462161412	8.456696651	9.676544808	8.917869303	9.048940909	8.62935662
CR_02950C_A	11.52029128	11.08547246	11.29634268	11.4467387	10.43184579	11.4463941	11.04120282	11.80802566	11.18218741	10.13057056
CR_02960W_A	7.369233809	8.677132345	7.489178962	8.347252251	8.214319121	7.977279923	8.8008999	8.055282436	7.924812504	8.54303182
CR_02970C_A	10.69290605	10.8212425	10.58151445	11.8761332	11.26971112	11.02121134	11.16385929	11.43358544	10.54303182	11.92283214
CR_02980C_A	11.65567978	10.44259798	11.40638219	10.68474862	9.165744485	11.22661289	9.770939138	10.67889352	9.167418146	8.924812504
C3_02930W_A	5.874469118	5.992466327	6.906890596	8.044394119	7.431845787	6.351675438	6.426264755	7.910892526	7.129283017	7.906890596
CR_02990C_A	9.980615636	10.74679421	10.18900087	11.86740745	9.788446459	9.917372079	10.18652697	11.13613669	9.616548844	9.776433032
CR_03000C_A	8.784634846	9.584962501	9.243173983	10.88264305	11.48867701	9.808427957	10.73978061	10.77917215	10.8465351	11.2179577
CR_03010C_A	9.522254575	9.646858678	9.79658045	11.5137276	10.0785956	9.275348554	9.880603904	11.30263892	9.537865494	10.19023623
CR_03030C_A	15.97278538	15.69293328	14.5779205	12.39356922	12.41714928	15.7966058	15.30608543	13.52151865	14.59925425	10.50878516
C4_06660W_A	3.415037499	5.709658248	5.247927513	5.222392421	3.736965594	4.087462841	4.058893689	4.169925001	5.087462841	4.624490865
C4_06650W_A	10.89658469	11.31647011	11.25424129	12.18683644	11.95237725	11.01935906	11.34964983	11.93122998	10.98963103	12.62570884
C4_06640C_A	0.415037499	0.415037499	1.584962501	3.222392421	1.584962501	0.736965594	0.736965594	2.115477217	1.222392421	2
C4_06630C_A	0	1.222392421	1	2.662965013	1.584962501	0.415037499	0.415037499	1.222392421	0.736965594	1.415037499
C3_02940C_A	12.58832424	12.38442402	11.39446269	11.57758618	11.39267519	12.54801912	12.6794801	11.76542424	12.25010099	11.39606956
C4_06620C_A	3.169925001	4.604862058	1.874469118	5.156504486	6.029747343	4.754887502	8.06608919	4.169925001	6.754887502	6.922832139
C4_06610C_A	14.73907737	14.48184147	13.6357559	13.03307881	12.47421294	14.41508153	14.61798393	12.76708093	13.90491681	11.75126509
C4_06600W_A	11.22359953	10.98156728	11.45189795	11.7474937	11.52061868	11.03158634	10.68445643	11.1056903	10.59618976	11.92827161
C4_06590W_A	9.923327485	9.055282436	10.78572491	11.28443856	11.03434045	10.07547915	9.536571017	11.32605491	10.16825425	11.33240958
C4_06580W_A	11.62570884	12.53227475	12.50886767	10.21836142	10.48347992	11.86689253	11.7619667	10.03800444	12.44648025	9.310612782
C4_06570C_A	16.9664341	18.53458913	18.98734082	14.66324305	17.48830828	17.61703215	17.99230773	16.12090609	18.40528276	15.60674256
C4_06560W_A	5.564784619	4.906890596	6.741466986	7.828665428	5.309855263	6.196397213	5.321928095	7.318919345	5.491853096	6.22881869
C4_06550C_A	8.154818109	8.93565618	8.532680601	10.53689475	10.48616462	8.703903573	9.417149276	9.488509653	9.535923342	11.48196757
C3_02950C_A	11.32098853	11.43201985	10.61777354	10.21188829	9.756556323	10.87087841	12.73025784	10.63178336	10.71624787	10.09890937
C4_06540W_A	10.19393597	10.38514339	10.20782779	10.07101536	10.35020255	10.63843591	11.12605912	9.616548844	10.19516712	10.47573343
C4_06530C_A	6.044394119	5.969626351	5.426264755	8.120669886	7.95419631	7.033423002	7.494522283	6.380821784	6.06608919	8.647458426
C4_06510C_A	9.117210185	9.258958551	8.080373417	9.401590649	9.100662339	8.779172154	10.76956239	9.048032696	9.973936481	9.029747343
C4_06500W_A	11.67889352	11.54351522	12.09528712	12.34522042	12.55130772	11.80399654	11.93516505	12.00445458	12.1091777	12.35681874
C4_06490C_A	8.377933505	7.515699838	9.077705875	9.18404882	10.50911518	8.700439718	7.709658248	8.863153805	9.831835027	10.59307983
C4_06480C_A	9.13099949	8.653442239	10.3204245	13.07241178	13.19234419	9.06608919	9.52160044	12.2822197	10.70130646	13.89872734
C4_06470W_A	9.793874213	9.297680549	9.718818248	9.867793528	9.473029222	10.23920071	10.19147053	9.795498564	9.618997202	9.472352377
C4_06460C_A	8.730187062	8.87036472	9.104161904	9.489178962	9.468963381	8.671246188	8.583709618	9.47910658	9.559058368	9.844967241
C4_06450W_A	7.186526969	6.714245518	6.938599456	8.037089319	8.071462363	7.273018495	6.845490051	7.354616714	6.95419631	8.967706597
C4_06440C_A	8.42905797	8.459431619	7.866248611	8.940558308	8.101538027	8.377933505	8.302258115	8.607330314	7.761551232	8.724513853
C4_06430C_A	9.306061689	8.129283017	9.433237678	9.215937399	8.64385619	8.876516947	8.013089999	8.902877533	8.285402219	8.60856286
C4_06420W_A	9.558420713	9.265224337	9.934182287	10.33278251	11.04325518	9.609794354	9.671835885	9.797121089	10.4467387	10.49951374
C4_06410W_A	7.700439718	7.660590205	7.389452089	9.012158928	8.209453366	7.695808269	7.698125853	7.936637939	6.518325308	8.796580451
C4_06400C_A	11.24138736	11.44501485	11.07614753	11.51865316	11.4814631	11.2857875	11.45755189	11.78504371	11.30320995	11.42556561
C4_06390W_A	10.28771238	10.36486421	8.77478706	12.40230151	13.31647011	12.17169806	12.31731839	11.61578288	12.23760833	12.80352574
C4_06380W_A	1.736965594	2.502500341	3.115477217	5.772589504	7.686500527	3	6.279223644	4.087462841	6.894817763	7.040746343
C4_06370C_A	7.824428436	7.125843933	7.562242424	8.572384435	7.721099189	7.967706597	6.946418959	7.988684687	7.159871337	8.479780264
C4_06360C_A	3.906890596	3.415037499	5.614709844	7.718818248	6.420662049	4.807354922	5.073248982	6.815916936	5.183221824	7.115477218
C2_06530W_A	7.950312876	7.153129759	8.730187062	8.972501201	9.142107057	7.805206456	7.609794353	8.503825738	8.302258115	9.466926155
C3_02960C_A	10.17409344	10.27457229	10.08303604	11.83447105	11.65702065	10.2227949	10.40336715	11.28636524	10.07503339	12.23481743
C4_06350C_A	10.56001432	10.03066714	11.06900214	10.94006884	10.98085361	10.67771964	10.33873638	10.78572491	10.77725532	11.14231983
C4_06340W_A	9.236014192	10.20782779	9.243173983	9.506472886	8.463524373	9.139551352	10.20171553	9.036173613	9.411510988	8.765976681
C4_06320C_A	4.36923381	4.345774837	3.874469118	6.475733431	4.48112669	4.807354922	4.437405313	5.594946589	4.087462841	5.727920455
C4_06310C_A	5.392317423	5.48112669	6.254241287	7.975370334	7.048032696	5.691161905	5.357552005	7.05166212	6.209453366	7.807354922
C4_06300C_A	4.790076931	3.874469118	5.914883386	7.21916852	2.874469118	3.058893689	2.807354922	6.094517599	3.115477217	3.874469118
C4_06290W_A	7.984893107	8.09978612	7.718818248	8.967706597	8.14635653	8.14974712	7.862120726	8.781359714	7.68182404	8.46760555
C4_06280C_A	7.022367813	7.884679316	7.916874684	9.320424504	8.386581053	7.48112669	7.743712426	8.977279923	7.79224803	8.8008999
C4_06270C_A	10.94593148	11.42101286	10.72195361	11.56096964	11.47404389	11.14423336	11.11330808	11.49218702	10.99529607	11.8989792
C3_02970C_A	9.524215203	9.588714636	9.703903573	11.05211516	10.40832974	9.626925794	9.776433032	10.78135971	9.740342954	10.9703456
C4_06260W_A	6.763765654	7.069673527	7.725650281	8.726785814	7.389452089	6.815916936	6.727920455	8.533978572	6.973458213	7.803054784
C4_06250C_A	9.898349454	10.53397857	10.51832531	10.78817453	10.67065625	10.25384748	10.37648719	10.11937347	10.08878824	11.06676193
C4_06240W_A	9.052568051	9.301496195	9.052568051	9.707359132	9.395177077	9.208640809	9.328674927	9.440177062	8.876516947	9.569222709
C4_06230C_A	10.44570464	10.63602035	10.26795708	11.0703446	10.92728414	10.64535822	10.73499181	10.56224242	10.39410537	11.34244511
C4_06220C_A	1.415037499	1	2.502500341	4.502500341	1.874469118	1.874469118	1	3.459431619	1.222392421	3.459431619
C4_06210C_A	12.77458118	11.86031105	11.27360136	11.17221913	9.650453435	12.48415156	11.04530462	10.90789212	9.576169382	9.927777962
C4_06200W_A	5.807354922	6.574908836	6.044394119	7.932706887	6.279223644	4.604862058	5.798741792	7.761551232	5.807354922	7.029747344
C4_06190C_A	8.866248611	9.367050664	10.65821148	11.393390460000001	10.64895671	8.982993575	9.326429487	10.79549856	9.841826394	11.12562872
C3_02980C_A	5.333900736	5.235216462	6.080373417	6.828665429	6.06608919	6.176588732	5.691161905	6.564784619	5.882643049	6.254241287
C4_06170C_A	11.25660185	10.97178303	10.84784036	11.29958963	10.6153231	11.33091688	10.77999288	11.70347105	10.60208021	10.66947565
C4_06160W_A	8.837102265	8.821242505	9.006559846	10.31174832	9.583709617	8.790076931	8.762658868	10.02144271	8.77478706	10.41679753
C4_06150C_A	2.222392421	2.321928095	3.544320517	6.156504486	3.36923381	2	1.736965594	5.36923381	1.584962501	5.50250034
C4_06140C_A	8.783543961	8.884679317	8.989631027	10.01634403	9.670066069	8.548179712	7.776981273	9.695228291	8.662965013	10.86573327
C1_02380C_A	6.619608643	6.926790153	7.813781191	8.220781371	8.509115185	6.63420602	7.212699025	7.830779268	7.94641896	8.587465008
C1_02390W_A	9.148900219	9.164906927	10.39160162	11.05188866	10.79197682	9.168254248	9.735838048	10.3068212	9.969146651	10.95758576
C1_02400C_A	8.388017285	7.244760235	8.967706597	8.95903595	9.09978612	8.040746342	6.977279923	8.382263758	8.166581558	9.43393312
C1_02410C_A	9.810036014	9.960484681	9.656424863	9.353881957	9.522254575	9.821773982	9.79658045	9.193114629	9.725650281	9.713672906
C1_02420C_A	12.09495738	11.46539635	12.99594377	13.01704036	12.92697542	11.96578428	11.88200613	12.2904029	12.31910758	12.6670376
C1_02430C_A	12.40469809	11.66533592	12.67500139	12.79982125	12.19639721	12.22661289	11.62021983	12.94495603	11.36066422	12.07302578
C1_02440C_A	8.861086906	8.688833099	11.23202112	11.91500792	11.53235593	8.995296067	8.843397672	11.93196862	10.16197164	12.08248173
C1_02450C_A	9.812177306	7.815916935	8.732450113	9.124982879	7.930737338	9.642051693	8.042571384	9.4325419	7	8.377933505
C1_02460W_A	16.14418024	15.93399026	15.30976054	16.39435104	14.62734388	15.97750354	15.554389	15.91489895	15.16096125	15.32219811
C1_02470W_A	7.029747344	6.984893108	6.559695742	7.383704292	7.115477218	7.254241288	7.754887502	7.505149919	6.820178962	7.309855263
C1_02480W_A	11.94227013	12.0001174	11.65553072	11.77794019	11.77190208	11.72309206	11.19475685	12.44432473	11.31571566	11.945078
C1_02490C_A	10.24594878	9.865733271	9.854348961	10.67448655	9.815916936	10.00749454	9.903881846	10.39016896	9.353146825	10.16197164
