orf19.xxx	wt_no_dox_no_HS_Rep.A	wt_no_dox_no_HS_Rep.B	wt_no_dox_no_HS_Rep.C	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Rep.A	wt_dox_no_HS_Rep.B	wt_dox_no_HS_Rep.C	wt_dox_no_HS_Mean	wt_dox_10_HS_Rep.A	wt_dox_10_HS_Rep.B	wt_dox_10_HS_Rep.C	wt_dox_10_HS_Mean	wt_dox_30_HS_Rep.A	wt_dox_30_HS_Rep.B	wt_dox_30_HS_Rep.C	wt_dox_30_HS_Mean	wt_dox_60_HS_Rep.A	wt_dox_60_HS_Rep.B	wt_dox_60_HS_Rep.C	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Rep.A	tet90_no_dox_no_HS_Rep.B	tet90_no_dox_no_HS_Rep.C	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Rep.A	tet90_dox_no_HS_Rep.B	tet90_dox_no_HS_Rep.C	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Rep.A	tet90_dox_10_HS_Rep.B	tet90_dox_10_HS_Rep.C	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Rep.A	tet90_dox_30_HS_Rep.B	tet90_dox_30_HS_Rep.C	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Rep.A	tet90_dox_60_HS_Rep.B	tet90_dox_60_HS_Rep.C	tet90_dox_60_HS_Mean
orf19.3459	11.02306125	10.32867493	10.66444728	10.6998616	10.84313591	10.78871833	10.88111396	10.83815341	10.7548875	10.4655664	10.3553511	10.53527538	11.01959073	10.99717948	10.87958325	10.96674576	11.79806672	11.96397979	11.85953479	11.8754934	11.4325419	11.12992693	11.22520744	11.26815208	11.23959853	11.46403515	11.38100211	11.36449948	10.39660478	10.94104761	10.64565843	10.6783067	10.93073734	10.86031105	10.85096815	10.88111396	12.10819772	11.88683971	11.76445696	11.92691367
orf19.346	10.71080643	10.22881869	10.56319627	10.51471405	10.84549005	10.72195361	10.88111396	10.81778312	10.31628153	8.396604781	8.28077077	9.324180547	10.49385545	10.5137276	11.4429435	10.88874325	9.87036472	9.681238412	9.240791332	9.620830749	10.30606169	10.19475685	10.35204343	10.2857875	11.49785184	12.11374217	11.96650545	11.88238831	11.4236412	9.661778098	10.36850646	10.66740727	11.08480839	10.56700537	10.62753388	10.77889848	8.584962501	9.960001932	8.696967526	9.224805628
orf19.3460	5.906890596	4.807354922	4.95419631	5.309855263	6.022367813	5.044394119	6.209453366	5.841302254	4.857980995	5	5.614709844	5.196397213	6.832890014	6.820178962	7.321928095	7.011227255	9.342074668	9.344295908	9.483815777	9.391601623	6.64385619	5.672425342	5.672425342	6.073248982	7.577428828	7.636624621	8.174925683	7.822305263	5.906890596	6.741466986	6.087462841	6.291554446	7.266786541	7.864186145	8.8008999	8.117210185	8.891783703	9.033423002	8.781359714	8.905888376
orf19.3461	7.607330314	7.50779464	7.845490051	7.660590205	7.257387843	7.46760555	7.189824559	7.309855263	6.06608919	6.700439718	6.672425342	6.50779464	9.068778278	8.933690655	8.330916878	8.81164228	7.499845887	7.839203788	8.483815777	8	8.139551352	8.164906927	7.918863237	8.078595603	7.900866808	8.335390355	7.888743249	8.057089192	8.233619677	8.754887502	8.658211483	8.566054038	6.820178962	7.044394119	7.357552005	7.090994532	9.422064766	9.422064766	10.2644426	9.760442746
orf19.3462	12.24287637	11.97190275	12.30035256	12.17866485	12.16553514	12.11731843	12.07781712	12.12066989	11.85759229	11.23361968	11.43931146	11.53397857	10.87651695	10.88034881	12.60987129	11.70505635	12.23332008	12.32755264	12.01052811	12.19649967	12.60200286	12.56629193	12.71938882	12.63072216	12.51889899	12.8004955	12.68890593	12.67404511	13.0409746	11.05052891	12.45686774	12.39615878	12.28395649	12.43410693	12.65194861	12.46463083	11.8317031	12.83585304	11.77107674	12.23391921
orf19.3463	11.27670602	11.18735207	11.57175264	11.35480034	9.245552706	10.22037833	10.22158712	9.962896005	11.37883671	10.63208641	10.89481776	11.00234623	12.31684718	12.28106067	11.8004955	12.151228	11.24792751	11.51076417	11.73174329	11.51026967	11.33315535	11.96578428	11.39820926	11.59479112	10.04848687	10.94836723	10.17617315	10.4484605	11.6956633	11.98406237	11.72706956	11.80815977	9.776433032	9.82336724	10.00281502	9.870878408	12.6805793	12.14465824	12.55937709	12.47919081
orf19.3465	16.23911367	16.00277107	16.51084142	16.26586529	15.74409801	16.00026414	16.06156105	15.94172776	15.55907829	14.41402451	14.40354468	14.90092969	12.11211366	12.13987106	13.95728346	13.01576349	12.74357219	12.22158712	12.87132774	12.63836049	16.37798997	16.53661149	16.64844185	16.5252557	15.78107791	16.23741538	15.92522989	15.99401453	15.47332524	12.23691111	13.59886669	14.35181344	14.98459647	15.36235482	15.4140906	15.26598124	10.62388149	9.965784285	11.21310422	10.6888331
orf19.3466	8.335390355	8.266786541	8.189824559	8.265224337	6.523561956	7.515699838	7.303780748	7.173260714	8.622051819	6.988684687	7.118941073	7.781359714	9.022367813	8.918863237	8.703903573	8.887728339	8.396604781	8.744833837	8.710806434	8.625708843	8.527477006	9.063395081	8.611024797	8.753773882	7.515699838	8.434628228	8.14974712	8.082149041	8.451211112	8.129283017	7.965784285	8.196397213	7.714245518	7.06608919	7.276124405	7.377933504	9.609178738	8.903881846	9.519636253	9.376487194
orf19.3467	12.56033283	12.13121391	12.46887855	12.39829835	12.42337858	12.42600261	12.52061868	12.45738088	12.55602699	12.37041497	12.436191	12.45626884	12.90463462	12.88034881	12.72024426	12.83736512	13.53903761	13.67330908	13.81778312	13.6812018	12.83348311	12.80715364	12.91345044	12.85207429	12.54592977	12.87824254	12.68977963	12.71109334	13.12928302	12.83644491	12.81297947	12.93356772	12.51397427	12.64745843	12.80554236	12.66059021	14.2108996	13.59793615	14.05375622	13.97680276
orf19.3468	9.430452552	9.167418146	9.383704292	9.331663421	7.977279923	8.842350343	8.30833903	8.420662049	9.216745858	8.459431619	8.797661526	8.857980995	9.62935662	9.529430554	9.707359132	9.62388149	8.28077077	9.199672345	9	8.877539772	9.631177056	10.07547915	9.705632387	9.817516671	9.30833903	10.06608919	9.658211483	9.710806434	9.388017285	8.654636029	8.77478706	8.976325445	9.330916878	9.475733431	9.957102042	9.613482541	9.139551352	9.52160044	9.501837185	9.398031074
orf19.3469	10.62753388	9.914385132	10.30378075	10.31099139	10.38262403	10.68211676	10.49285462	10.52454172	10.48280796	10.41045135	10.16741815	10.35974956	10.16741815	10.18363538	10.68211676	10.36486421	11.66088727	11.29404631	11.61378946	11.53186878	11.27961058	11.02997735	10.99929539	11.10852446	11.76404222	11.98370619	11.97262086	11.91026796	9.571752644	10.09934781	9.794415866	9.838153409	11.83683936	11.86069903	12.01854794	11.9076418	11.12799432	11.20089861	10.95201316	11.09737377
orf19.347	6.672425342	5.169925001	5.321928095	5.89077093	10.30035256	8.011227255	8.927777962	9.38514339	8.807354922	9.654636029	9.060695932	9.21916852	8.199672345	8.475733431	9.027905997	8.609794354	9.900866808	9.924812504	10.06877828	9.966745761	8.022367813	6.857980995	8.392317423	7.89077093	9.529430554	8.379378367	9.897845456	9.399455958	8.118941073	8.577428828	8.290018847	8.341333494	10.29691621	10.71767642	10.49884921	10.51471405	9.710806434	9.731319031	9.773139207	9.738655263
orf19.3470	10.05120894	10.39874369	10.78545247	10.4429435	7.022367813	9.074141463	8.566054038	8.448460501	10.29347165	10.06474276	10.10459875	10.15776798	10.5943246	10.54303182	10.42836017	10.52356196	10.05528244	10.26795708	10.31741261	10.2179577	9.842350343	11.15545073	9.702172685	10.39231742	7.826548487	10.13185696	8.471675214	9.14974712	10.50481899	10.39874369	10.08081753	10.33910768	8.566054038	9.214319121	9.35974956	9.085693748	10.57459353	10.27146303	10.59898297	10.48917896
orf19.3471	7.491853096	7.06608919	7.276124405	7.288481611	7.033423002	7.22881869	7.257387843	7.176588732	8.22881869	8.247927513	7.658211483	8.069673528	8.764871591	8.829722735	8.379378367	8.671246188	9.599912842	9.503825738	9.640244936	9.582455645	8.071462363	7.994353437	8.113742166	8.060695932	7.73470962	8.087462841	7.761551232	7.87036472	8.321928095	8.994353437	8.276124405	8.569855608	8.417852515	8.430452552	8.214319121	8.357552005	10.62935662	10.17367714	10.30606169	10.38262403
orf19.3473	10.11243951	9.894817763	9.990103964	10.00187729	9.665335917	10.03891899	9.828136484	9.8522694	10.28540222	10.25029842	10.05392588	10.20008121	10.14338321	10.27029533	10.04712391	10.15650449	11.08214904	10.96361862	11.12734954	11.05934446	10.76238204	10.78953364	10.55842071	10.70707149	10.20457114	10.61562964	10.2227949	10.36048134	10.02236781	10.12670447	9.658211483	9.949340382	10.29347165	10.28771238	10.08081753	10.22400167	11.74651432	11.22098285	11.17741954	11.40567333
orf19.3474	9.361943774	8.74819285	9.152284842	9.109395386	8.238404739	8.903881846	8.832890014	8.687667284	9.301496195	9.497851837	9.13442632	9.318919345	10.06877828	9.945443836	9.894817763	9.971543554	10.35314683	10.32530546	10.4604559	10.38082178	9.424166289	9.330916878	9.139551352	9.303019632	8.550746785	8.857980995	8.95419631	8.797661526	9.189824559	9.840777924	9.640244936	9.58182825	9.113742166	9.381542951	9.22881869	9.245552706	10.6110248	10.54785851	10.4252159	10.53008115
orf19.3475	13.11569395	12.66733334	12.77437527	12.86541109	12.26912668	12.93073734	12.74083483	12.67279363	11.52698821	12.39633719	11.48381578	11.86702128	11.93847694	12.03411115	11.70217269	11.89822347	11.4943556	11.24138736	12.01087772	11.61853845	13.08862263	12.98013958	12.94141447	13.00474716	11.18549492	11.8077574	11.47167521	11.51076417	12.61608931	12.98281537	12.29490788	12.65865779	10.10066234	11.06069593	10.85486838	10.72735325	12.85213933	11.93810933	12.55074679	12.49502221
orf19.3476	11.31797782	10.89935692	11.24911345	11.16679075	10.98441846	11.09011242	11.01820018	11.03158634	11.73259144	11.81177606	11.65999589	11.73612002	11.96830679	12.00947875	11.64069684	11.88200613	12.66733334	12.5696183	12.83407595	12.69450299	11.47065887	11.55698496	11.26091953	11.43480195	11.08945048	11.45481335	11.12992693	11.23421868	11.44966454	12.21977355	11.50233458	11.76873571	11.74693414	11.83565569	11.74188827	11.77547311	13.46160734	12.98334993	13.13121391	13.2061495
orf19.3477	10.52160044	10.509775	10.76901132	10.60517082	8.614709844	9.475733431	9.481799432	9.243967327	10.48884435	9.751544059	9.912889336	10.08702077	9.567956075	9.483815777	9.611024797	9.555228202	8.082149041	8.839203788	8.204571144	8.415037499	10.4807902	11.26912668	10.36632221	10.76404222	8.957102042	10.32530546	9.21916852	9.62935662	9.73978061	9.074141463	9.339850003	9.41080465	8.573647187	9.052568051	8.751544059	8.806281089	7.894817763	8.714245518	8.011227255	8.254241287
orf19.3478	10.35204343	10.19352536	10.74986943	10.45121111	8.784634846	9.35974956	9.339850003	9.184875343	10.27844946	9.603626345	9.688250309	9.889250436	10.47370575	10.36522885	10.31061278	10.38478375	8.903881846	9.142107057	9.20701432	9.09011242	10.66977089	11.2644426	10.87036472	10.95637616	9.285402219	10	9.385862401	9.593079828	10.37068741	10.32979634	10.47065887	10.39160162	8.21916852	9.182394353	9.06608919	8.881623837	9.729620744	9.776433032	9.890264277	9.800360676
orf19.348	8.092757141	7	7.614709844	7.636624621	9.357552005	7.727920455	8.344295908	8.635415827	8.118941073	8.829722735	8.184875343	8.415037499	9.479780264	9.588714636	9.535275377	9.535275377	9.493855449	8.97441459	8.930737338	9.156504486	9.428360173	8.651051691	8.909893084	9.033423002	8.915879379	9.37721053	8.894817763	9.080373416	8.087462841	8.787902559	8.396604781	8.452584453	8.539158811	8.982993575	8.577428828	8.714245518	9.22881869	9.177419538	8.744833837	9.06608919
orf19.3480	11.6794801	11.45891921	11.79319686	11.65045344	9.548821908	11.02583167	10.87958325	10.6189972	11.21067134	10.71338651	11.02236781	10.99647349	11.27670602	11.22158712	11.39285404	11.2988263	10.80976813	11.17866485	10.82892983	10.94934038	11.7883105	12.31826034	11.42992974	11.89216331	10.62479546	11.76901132	10.9794252	11.20620039	11.44811631	11.01402047	11.13955135	11.21229372	10.52061868	11.00422047	11.01680829	10.86495992	10.86882255	10.88340699	10.71510401	10.82442844
orf19.3481	12.35947505	12.64633369	12.91382439	12.65754176	10.3140167	11.66578003	11.36468186	11.22057986	12.074476	11.78667803	12.06305796	11.98073463	11.37666806	11.40673648	11.32192809	11.36887018	10.40832974	10.50481899	10.69957245	10.54270947	12.42259043	13.29260922	12.49360531	12.79299359	10.72706956	11.79766153	10.91214086	11.22520744	11.93221475	11.30833903	11.26033152	11.53414074	10.44811631	10.59058705	11.08547246	10.73470962	10.16490693	10.41256985	10.30378075	10.29729843
orf19.3482	10.57648435	10.06339508	10.34762137	10.34429591	10.40301202	10.23002044	10.34207467	10.32680397	10.15608308	9.965784285	10.10328781	10.0772608	11.22219114	11.17180229	11.29404631	11.23022063	11.28713519	11.58025857	11.50432245	11.46250227	11.268542	11.38640142	11.24079133	11.29997115	11.4003458	11.71810471	11.75947212	11.63465982	10.90162116	10.34429591	10.53624722	10.6128685	11.19475685	11.34040649	11.69174352	11.42434128	11.62525222	12.12638183	11.60640521	11.80681811
orf19.3483	8.370687407	6.339850003	8.108524457	7.841302254	7.276124405	7.417852515	7.577428828	7.429057969	7.087462841	7.64385619	7.6794801	7.494522283	9.562242424	9.54689446	9.326429487	9.48247186	7.022367813	7.912889336	7.658211483	7.577428828	7.118941073	7.06608919	7	7.062495926	6.930737338	7.330916878	7.569855608	7.300733873	8.873444113	9.278449458	9.01402047	9.065191713	6.044394119	6.339850003	6.700439718	6.386581053	7.781359714	8.044394119	8.060695932	7.967706597
orf19.3487	8.330916878	7.820178962	8.262094845	8.154818109	8.499845887	8.033423002	8.317412614	8.29615146	9.366322214	9.002815016	8.915879379	9.108524457	8.861086906	8.857980995	8.761551232	8.827607346	8.321928095	8.06608919	8.379378367	8.262094845	8	7.918863237	8.129283017	8.018663844	7.118941073	7.857980995	7.366322214	7.48112669	9.259743264	9.184875343	8.957102042	9.139551352	7.876516947	7.948367232	7.948367232	7.924812504	8.515699838	8.049848549	8.14974712	8.252665432
orf19.349	10.10066234	9.567956075	9.921840937	9.880093667	10.73047014	9.985841937	10.30149619	10.37177664	10.32080055	10.30263892	10.41045135	10.34540525	10.64385619	10.63390341	10.76901132	10.6835795	11.17804233	11.27437815	11.13057056	11.19557727	10.6635581	10.27146303	10.6183855	10.52812848	11.37503943	11.14911199	11.27961058	11.2708793	10.72792045	10.47065887	10.40726776	10.54206454	11.09934781	11.50034397	11.57270023	11.40531877	10.96361862	11.01262454	10.72962074	10.90714104
orf19.3490	6	5.64385619	5.584962501	5.754887502	5.930737338	6.169925001	6.459431619	6.202940059	6.781359714	6.794415866	6.658211483	6.745954377	6.741466986	6.741466986	6.491853096	6.662965012	6.442943496	6.375039431	6.686500527	6.50779464	5.930737338	5.832890014	5.857980995	5.874469118	4.857980995	5.700439718	5.321928095	5.333900736	5.95419631	6.781359714	6.321928095	6.392317423	6.569855608	6.781359714	6.442943496	6.604862058	6.686500527	6.339850003	6.658211483	6.569855608
orf19.3494	7.651051691	7.139551352	7.087462841	7.315904307	7.554588852	7.339850003	7.491853096	7.464886049	7.651051691	7.672425342	7.77478706	7.700439718	8.383704292	8.13442632	7.857980995	8.141255658	8.714245518	8.936637939	8.581200582	8.751544059	8.247927513	8.257387843	7.832890014	8.125843933	8.108524457	8.357552005	8.499845887	8.330916878	7.383704292	8.071462363	7.882643049	7.807354922	8.503825738	8.519636253	8.717676423	8.583709618	9.052568051	8.714245518	8.839203788	8.875493396
orf19.3496	13.02859678	12.34096276	12.72003045	12.72358985	13.09852562	12.71938882	12.92907344	12.92394643	13.18920683	13.43175875	13.29892174	13.31004468	13.99453023	14.04857202	13.41534566	13.8465351	14.18239435	14.26260874	14.30285308	14.25015035	13.20135818	12.82217246	12.90369359	12.98513037	13.09424267	13.04882741	12.93976285	13.02905711	12.7561393	13.95201316	13.51471405	13.48809118	13.17461365	13.09044328	13.15196787	13.13944477	14.85447883	14.30049556	14.47104009	14.56096965
orf19.3498	8.159871337	7.864186145	8.285402219	8.113742166	7.971543554	7.77478706	8.124121312	7.963859408	8.214319121	8.851749041	8.918863237	8.69464808	9.271463028	9.353146825	9.469641817	9.367050664	9.927777962	9.988684687	9.991521846	9.969626351	8.988684687	8.703903573	9.008428622	8.906890596	9.022367813	9.052568051	9.159871337	9.079484784	9.35974956	9.50779464	9.56414949	9.479780264	8.82336724	9.008428622	9.167418146	9.006559846	10.46250227	10.09671515	10.23242093	10.27185205
orf19.3499	4.584962501	2.584962501	4.392317423	4.087462841	6.129283017	4	4	5.087462841	3.584962501	3.321928095	2.807354922	3.273018494	4.754887502	4	4	4.297680549	4.087462841	3.169925001	5.357552005	4.48112669	5.727920455	5.285402219	5.857980995	5.64385619	5.491853096	4.906890596	6.129283017	5.594946589	0	2.584962501	1.584962501	1.736965594	4.906890596	4.392317423	5.459431619	4.984893108	3.459431619	3.700439718	5.044394119	4.247927513
orf19.35	10.74567432	9.082149041	10.04302728	10.10939539	11.41151099	10.74819285	11.32418055	11.18982456	7.851749041	8.693486957	8.479780264	8.383704292	9.899356923	9.828136484	9.449148645	9.738655263	10.77148947	10.70217269	10.70217269	10.72565028	10.86959384	9.566054038	10.62662165	10.45464202	11.60547952	10.83130724	11.37503943	11.30568178	8.113742166	8.689997971	7.948367232	8.286942737	10.37068741	11.13635034	10.77478706	10.79414507	10.70563239	10.44086917	10.51766939	10.55905837
orf19.350	11.78422586	11.44086917	11.91176647	11.72565028	11.64700864	11.63208641	11.66666784	11.64865718	12.11341661	12.30663136	12.42966827	12.28905827	13.11536884	13.14146856	13.52576548	13.2734071	12.58824615	12.44914865	12.85972889	12.64257824	11.55842071	11.57270023	11.9225844	11.69464808	11.74819285	11.91923579	11.78871833	11.82057788	13.68748504	13.44811631	13.64858228	13.59847904	11.63526466	11.97154355	12.11439305	11.92072502	13.4046094	13.00544911	13.32094154	13.25365054
orf19.3501	9.33315535	9.379378367	9.199672345	9.306061689	7.159871337	8.839203788	8.321928095	8.262094845	10.12541347	9.980139578	9.245552706	9.831835027	10.84156435	10.95346896	9.791162889	10.61470984	11.4252159	11.61654884	11.11113567	11.39909987	9.688250309	9.894817763	8.74819285	9.522908414	8.573647187	9.914385132	9.068778278	9.293854784	8.353146825	11.29059489	10.05663772	10.34318572	9.756556323	9.812177306	9.642051693	9.738655263	11.72706956	11.60640521	11.13314221	11.51076417
orf19.3503	6.108524457	6.247927513	6.64385619	6.351675438	4.807354922	5.321928095	5.614709844	5.285402219	7.417852515	6.523561956	6.339850003	6.841302254	8.842350343	8.968666793	8.28077077	8.726785814	5.129283017	4.64385619	5.357552005	5.073248982	6.044394119	7.303780748	6.523561956	6.718818247	4.584962501	6.044394119	4.392317423	5.209453366	8.348728154	8.252665432	7.451211112	8.069673528	5.614709844	5.832890014	6.491853096	6.029747343	4.857980995	4.087462841	6.169925001	5.297680549
orf19.3504	15.24547843	15.11654703	15.57154528	15.32413366	14.8735883	15.11015702	15.08634359	15.02721489	14.46301341	13.70789832	13.55014554	13.96458154	11.12670447	11.2039597	13.30577677	12.26062556	12.75007886	12.21856324	12.99028128	12.68766728	15.34502401	15.52304119	15.79103567	15.5647747	14.75384351	15.31963684	14.98832965	15.03941889	14.69740201	11.31118066	13.00930378	13.60401262	14.21810911	14.74367737	14.81167573	14.61444146	10.83841608	10.31854281	11.39660478	10.9178693
orf19.3505	11.42206477	10.83447105	11.09605624	11.1376316	11.92332749	11.6379833	11.91960824	11.83302183	11.05596023	10.69696753	10.21310422	10.69580827	11.10197567	11.18858885	11.10131915	11.13121391	11.16176174	11.1692987	10.91587938	11.08702077	11.95237725	11.59525748	11.81458247	11.79482197	12.20579325	12.13570929	12.65105169	12.34946554	10.25620869	11.10263189	10.48582931	10.66059021	11.26737193	11.40939094	10.96289601	11.22500655	11.40514146	11.63707766	11.03411115	11.37973936
orf19.3506	8.348728154	8.317412614	8.50779464	8.393747958	8.335390355	8.30833903	8.339850003	8.327926835	8.764871591	8.611024797	8.665335917	8.68182404	9.495855027	9.607330314	9.434628228	9.51438531	8.854868383	8.73470962	8.962896005	8.853829352	8.918863237	9.036173613	9.177419538	9.048032696	8.344295908	8.252665432	8.744833837	8.463524373	9.355351096	9.082149041	9	9.153974181	7.826548487	8.361943774	8.531381461	8.269905883	9.379378367	9.436711542	9.005624549	9.286172683
orf19.3507	13.65418847	13.38073161	13.83644491	13.63579368	13.49460562	13.46454575	13.5518284	13.50411551	13.07748336	12.93110683	13.04967841	13.02080636	13.67043496	13.73322722	14.46798757	14.00486417	14.44242519	14.16890712	14.54321311	14.39334576	14.18278229	14.19667896	14.45088905	14.28214728	14.9683518	15.13161585	15.22317213	15.11152966	14.32656993	13.70000615	13.92314175	14.00691043	14.69310576	14.73486836	15.09926561	14.85425155	13.50965131	13.98895091	13.53952235	13.69656914
orf19.3508	9.955649908	9.108524457	9.584962501	9.59058705	10.86186234	9.97441459	10.4429435	10.47133651	9.503825738	10.18239435	10.09539702	9.957102042	11.17679648	11.18611424	11.50382574	11.29710733	12.52552081	12.27844946	12.3834343	12.39936694	10.6183855	10.14974712	10.67242534	10.49851683	11.76113565	11.4943556	11.96794671	11.75405237	10.93073734	11.04371086	10.62753388	10.87779537	11.56414949	11.66755511	11.91438513	11.7229498	11.85213933	12.09374766	11.51717725	11.84012224
orf19.351	6.918863237	6.491853096	6.832890014	6.759333407	7.21916852	6.475733431	6.700439718	6.832890014	6.599912842	7.17990909	7.21916852	7.026062296	9.047123912	9.036173613	8.897845456	8.995296067	8.527477006	8.430452552	9.063395081	8.701595261	7.417852515	7.033423002	7.499845887	7.330916878	7.754887502	7.845490051	8.266786541	7.973458212	8.199672345	8.607330314	8.044394119	8.303780748	7.965784285	8.082149041	8.339850003	8.137845031	9.627533884	9.152284842	9.810571635	9.55586727
orf19.35.1	8.614709844	8.233619677	8.74819285	8.548179712	8.569855608	8.405141463	8.607330314	8.53008115	8.087462841	7.924812504	8.011227255	8.009362103	8.392317423	8.247927513	8.539158811	8.398031074	7.276124405	7.375039431	6.942514505	7.209453366	8.64385619	8.689997971	9.049848549	8.806281089	8.54303182	8.321928095	8.317412614	8.398031074	8.611024797	8.13442632	8.569855608	8.453956489	7.247927513	7.076815597	7.383704292	7.241585986	7.348728154	6.754887502	6.845490051	7.007494537
orf19.3512	6.108524457	5.392317423	5.781359714	5.790076931	6.459431619	5.426264755	6.409390936	6.169925001	6.714245518	7.303780748	7.14974712	7.076815597	8.64385619	8.603626345	7.876516947	8.415037499	5.209453366	5.672425342	6.108524457	5.709658248	5.95419631	5.930737338	5.727920455	5.874469118	4.459431619	4.584962501	5.426264755	4.89077093	6.882643049	8.038918989	7.022367813	7.41221698	5.247927513	5.357552005	5.247927513	5.285402219	6.768184325	6.409390936	7.312882955	6.878561873
orf19.3515	10.39016896	9.47370575	9.926295995	9.978233772	11.51865316	10.55554777	10.97297979	11.06989725	10.59898297	10.36194377	10.34651373	10.44052316	9.818582177	9.97441459	10.42731284	10.09715426	10.52552081	10.41045135	10.68999797	10.54657297	10.35093918	9.802516365	10.74146699	10.34835932	10.83289001	10.45532722	11.04780555	10.79901173	10.49385545	9.856425529	9.902375114	10.11460995	10.84549005	10.77889848	11.13506795	10.92827161	10.09011242	10.29576893	9.781359714	10.07101536
orf19.3516	10.27844946	9.836050355	10.48482289	10.22440371	9.709083813	9.868822555	10.08214904	9.894817763	9.581200582	10.09934781	9.909893084	9.879072652	11.29519496	11.29576893	11.45994385	11.35241132	9.871905238	9.789533645	9.571752644	9.749869427	10.04984855	10.18487534	9.802516365	10.02097994	9.652844973	10.13570929	9.419960178	9.76763273	11.65015421	11.55985504	11.42416629	11.54769788	8.21916852	8.54303182	8.224001674	8.336878436	10.41151099	10.43671154	9.902375114	10.27029533
orf19.3517	9.245552706	8.471675214	9.187352073	9.008428622	9.517669388	9.357552005	9.645658432	9.511752654	8.876516947	9.871905238	9.71596199	9.549463819	10.03891899	10.04984855	9.988684687	10.0260623	10.24911345	9.960001932	10.25856603	10.16239133	9.405141463	8.658211483	9.535275377	9.247927513	10.02513956	9.749869427	9.992938336	9.927777962	9.890264277	10.22158712	10.11504365	10.08214904	9.082149041	9.233619677	9.209453366	9.176588732	10.34983409	10.15608308	10.17492568	10.22961997
orf19.3518	11.64700864	11.35038674	11.79400965	11.60871685	11.20273604	11.50382574	11.40886044	11.37721053	10.18611424	9.442943496	9.535275377	9.760997096	11.1234748	11.13891172	12.15101654	11.5561867	9.828136484	9.714245518	10.16490693	9.915381469	11.25915477	11.36303963	11.76570049	11.47961187	12.13923157	12.61424973	12.63140445	12.47893811	12.39473063	10.43775207	11.17367714	11.56383182	11.41098127	11.669328	12.19044202	11.79414506	9.479780264	10.6617781	9.463524373	9.984893107
orf19.3519	6.918863237	6.108524457	6.714245518	6.619608643	7.562242424	6.686500527	7.247927513	7.209453366	7.839203788	7.614709844	7.321928095	7.607330314	9.47370575	9.415741768	9.409390936	9.433237678	8.82336724	8.471675214	8.939579214	8.758223215	7.21916852	6.599912842	7.50779464	7.156504486	7.74819285	7.592457037	8.049848549	7.809500194	9.033423002	8.832890014	8.413627929	8.78245225	7.857980995	7.46760555	7.693486957	7.68182404	8.891783703	8.707359132	8.857980995	8.821242505
orf19.352	10.40514146	10.01820018	10.43983088	10.29997115	10.11634396	10.18735207	10.30720081	10.20579325	10.30149619	10.19229281	10.2632692	10.25305956	11.06204614	11.03548645	10.90839262	11.00351791	11.05460432	10.97584797	11.10000522	11.04439412	10.41679753	10.25266543	10.41574177	10.36376974	10.12412131	10.25029842	10.25738784	10.21188829	10.92109709	10.906139	10.66266838	10.83473439	10.09671515	10.32305476	10.31741261	10.24950855	11.69217958	11.24495839	11.48532619	11.48566162
orf19.3521	9.030667136	8.523561956	8.668884984	8.757112167	9.710806434	9.22881869	9.479780264	9.486499862	9.477758266	9.503825738	9.038918989	9.355351096	9.247927513	9.4325419	9.22881869	9.306061689	8.842350343	9.025139562	8.459431619	8.794415866	9.724513853	9.310612782	9.199672345	9.429755429	9.784634846	9.599912842	9.622051819	9.671246188	8.45532722	9.390168956	8.826548487	8.942514505	10.23601419	10.01820018	9.37286506	9.919856487	8.370687407	9.098032083	7.882643049	8.537865494
orf19.3522	1	0	1.584962501	1	0	1.584962501	0	0.736965594	0	2.321928095	1.584962501	1.584962501	2.584962501	3.906890596	3.700439718	3.50250034	1	1	2.807354922	1.874469118	0	0	1.584962501	0.736965594	3.169925001	2	0	2.222392421	1	2.807354922	1.584962501	2	2.321928095	2	2	2.115477217	2	3	1.584962501	2.321928095
orf19.3523	10.00842862	9.769837844	9.958552715	9.915879379	10.73216743	10.10721708	10.34540525	10.41820401	10.2772874	9.942514505	9.908392621	10.05256805	9.672425342	9.675957033	9.908392621	9.756556323	9.927777962	9.839203788	9.379378367	9.73470962	10.50878516	10.23242093	10.13057056	10.29958963	10.203348	10.027906	10.02097994	10.08657857	9.717676423	9.577428828	9.426264755	9.578687175	10.16616308	9.914385132	9.396604781	9.860052345	10.13314221	10.03617361	9.2644426	9.860052345
orf19.3526	9.56414949	9.407267764	9.698704667	9.561606175	9.4325419	9.505811554	9.517669388	9.485829309	12.54592977	13.89206842	13.63549141	13.46441812	12.79136641	12.87229011	11.95601308	12.59494659	14.74336181	14.14537495	14.76357549	14.57782218	9.970105891	9.884170519	9.638435914	9.837627933	10.99506047	11.1376316	10.86805085	11.00445457	11.90463462	13.00527366	11.74525414	12.33399388	13.68332363	14.21833619	14.24153633	14.06972946	15.58125944	14.27844946	15.02816508	15.05765334
